,problem,correct_solution,intermediate_1,intermediate_2
310,"[6, 5, 7, 7, 3] ⋅ [6, 9, 6, 2, 7]",158,36,21
311,"[7, 4, 8, 6, 9] ⋅ [5, 5, 9, 8, 6]",229,35,54
312,"[4, 5, 9, 5, 7] ⋅ [2, 2, 5, 2, 2]",87,8,14
313,"[5, 7, 3, 6, 7] ⋅ [2, 7, 2, 7, 4]",135,10,28
314,"[2, 7, 6, 5, 6] ⋅ [6, 9, 9, 2, 3]",157,12,18
315,"[2, 2, 4, 9, 6] ⋅ [8, 5, 3, 7, 4]",125,16,24
316,"[2, 5, 3, 6, 6] ⋅ [9, 4, 9, 9, 3]",137,18,18
317,"[7, 3, 4, 6, 2] ⋅ [5, 4, 2, 3, 6]",85,35,12
318,"[8, 5, 6, 3, 7] ⋅ [4, 9, 2, 2, 2]",109,32,14
319,"[4, 9, 3, 3, 3] ⋅ [9, 9, 3, 9, 9]",180,36,27
320,"[6, 5, 5, 2, 6] ⋅ [4, 3, 9, 7, 5]",128,24,30
321,"[5, 2, 6, 9, 4] ⋅ [6, 9, 4, 3, 6]",123,30,24
322,"[5, 3, 3, 7, 9] ⋅ [5, 6, 8, 4, 2]",113,25,18
323,"[6, 6, 3, 9, 5] ⋅ [8, 2, 3, 3, 7]",131,48,35
324,"[5, 2, 3, 4, 8] ⋅ [4, 6, 7, 7, 2]",97,20,16
325,"[4, 6, 5, 8, 2] ⋅ [3, 2, 6, 7, 5]",120,12,10
326,"[8, 9, 3, 7, 4] ⋅ [7, 3, 5, 6, 7]",168,56,28
327,"[4, 3, 4, 7, 8] ⋅ [7, 6, 2, 7, 4]",135,28,32
328,"[5, 7, 8, 2, 4] ⋅ [8, 3, 6, 7, 4]",139,40,16
329,"[9, 3, 9, 6, 2] ⋅ [3, 5, 9, 3, 6]",153,27,12
330,"[5, 7, 7, 3, 2] ⋅ [9, 3, 4, 5, 6]",121,45,12
331,"[3, 2, 9, 5, 7] ⋅ [8, 8, 2, 7, 9]",156,24,63
332,"[8, 6, 7, 2, 8] ⋅ [9, 9, 9, 2, 5]",233,72,40
333,"[3, 5, 3, 2, 5] ⋅ [7, 2, 4, 9, 4]",81,21,20
334,"[5, 2, 7, 6, 3] ⋅ [8, 3, 2, 2, 4]",84,40,12
335,"[4, 9, 4, 4, 3] ⋅ [8, 9, 4, 4, 9]",172,32,27
336,"[9, 3, 6, 9, 2] ⋅ [4, 7, 4, 8, 7]",167,36,14
337,"[3, 8, 6, 4, 3] ⋅ [8, 6, 8, 6, 6]",162,24,18
338,"[8, 8, 7, 9, 6] ⋅ [2, 7, 8, 2, 2]",158,16,12
339,"[9, 5, 8, 3, 3] ⋅ [5, 6, 8, 6, 4]",169,45,12
340,"[8, 5, 8, 7, 5] ⋅ [5, 3, 4, 9, 4]",170,40,20
341,"[5, 3, 5, 5, 9] ⋅ [4, 5, 3, 6, 5]",125,20,45
342,"[2, 4, 6, 6, 4] ⋅ [6, 2, 7, 8, 4]",126,12,16
343,"[8, 3, 3, 6, 2] ⋅ [4, 4, 8, 7, 9]",128,32,18
344,"[3, 4, 9, 8, 7] ⋅ [6, 8, 8, 4, 3]",175,18,21
345,"[7, 3, 7, 6, 2] ⋅ [9, 9, 9, 4, 9]",195,63,18
346,"[8, 4, 4, 9, 8] ⋅ [3, 5, 6, 7, 8]",195,24,64
347,"[5, 4, 6, 9, 9] ⋅ [7, 5, 7, 3, 6]",178,35,54
348,"[6, 4, 7, 9, 7] ⋅ [8, 7, 3, 9, 2]",192,48,14
349,"[8, 3, 5, 6, 8] ⋅ [7, 3, 3, 6, 8]",180,56,64
350,"[7, 6, 7, 9, 6] ⋅ [7, 5, 7, 4, 5]",194,49,30
351,"[5, 5, 3, 4, 3] ⋅ [6, 3, 5, 9, 5]",111,30,15
352,"[2, 4, 3, 8, 5] ⋅ [8, 4, 8, 8, 4]",140,16,20
353,"[8, 4, 8, 8, 5] ⋅ [7, 9, 3, 6, 5]",189,56,25
354,"[4, 7, 5, 8, 3] ⋅ [6, 7, 9, 4, 4]",162,24,12
355,"[7, 4, 4, 4, 3] ⋅ [2, 3, 4, 9, 5]",93,14,15
356,"[6, 7, 7, 6, 3] ⋅ [9, 8, 9, 2, 4]",197,54,12
357,"[9, 8, 9, 2, 9] ⋅ [3, 5, 4, 4, 4]",147,27,36
358,"[6, 4, 6, 6, 6] ⋅ [8, 7, 2, 9, 6]",178,48,36
359,"[8, 6, 8, 4, 9] ⋅ [5, 2, 5, 8, 9]",205,40,81
360,"[3, 4, 9, 4, 2] ⋅ [4, 6, 7, 8, 6]",143,12,12
361,"[7, 5, 6, 2, 9] ⋅ [9, 9, 8, 7, 5]",215,63,45
362,"[5, 2, 8, 6, 9] ⋅ [4, 2, 5, 5, 3]",121,20,27
363,"[7, 8, 5, 6, 5] ⋅ [8, 3, 3, 3, 9]",158,56,45
364,"[4, 2, 4, 8, 2] ⋅ [7, 3, 6, 3, 8]",98,28,16
365,"[9, 2, 3, 5, 3] ⋅ [4, 7, 4, 3, 8]",101,36,24
366,"[9, 4, 6, 8, 5] ⋅ [3, 7, 8, 5, 8]",183,27,40
367,"[2, 8, 8, 2, 6] ⋅ [7, 3, 8, 9, 7]",162,14,42
368,"[7, 2, 8, 6, 6] ⋅ [2, 9, 3, 7, 7]",140,14,42
369,"[6, 8, 9, 8, 2] ⋅ [2, 8, 7, 6, 6]",199,12,12
370,"[7, 7, 2, 8, 6] ⋅ [9, 4, 5, 2, 6]",153,63,36
371,"[9, 5, 8, 2, 5] ⋅ [4, 8, 3, 6, 7]",147,36,35
372,"[8, 5, 3, 9, 6] ⋅ [2, 9, 2, 7, 6]",166,16,36
373,"[4, 4, 3, 7, 4] ⋅ [5, 6, 4, 4, 8]",116,20,32
374,"[8, 2, 5, 2, 7] ⋅ [9, 7, 7, 4, 8]",185,72,56
375,"[2, 6, 6, 7, 8] ⋅ [5, 9, 7, 7, 7]",211,10,56
376,"[5, 9, 3, 5, 7] ⋅ [3, 4, 6, 7, 6]",146,15,42
377,"[7, 8, 9, 9, 5] ⋅ [9, 8, 3, 9, 2]",245,63,10
378,"[4, 2, 2, 9, 8] ⋅ [4, 6, 5, 7, 6]",149,16,48
379,"[8, 5, 2, 2, 5] ⋅ [7, 6, 8, 8, 4]",138,56,20
380,"[8, 5, 5, 4, 6] ⋅ [9, 5, 7, 6, 3]",174,72,18
381,"[9, 8, 2, 6, 7] ⋅ [7, 6, 7, 7, 7]",216,63,49
382,"[4, 8, 6, 4, 8] ⋅ [4, 5, 3, 2, 6]",130,16,48
383,"[5, 4, 3, 9, 7] ⋅ [4, 2, 4, 7, 2]",117,20,14
384,"[9, 8, 6, 7, 8] ⋅ [5, 4, 4, 7, 3]",174,45,24
385,"[6, 2, 5, 8, 4] ⋅ [3, 8, 3, 7, 6]",129,18,24
386,"[6, 8, 5, 3, 9] ⋅ [2, 8, 5, 9, 9]",209,12,81
387,"[6, 5, 8, 6, 2] ⋅ [6, 9, 4, 5, 8]",159,36,16
388,"[2, 2, 2, 7, 8] ⋅ [3, 8, 8, 7, 7]",143,6,56
389,"[7, 3, 3, 3, 9] ⋅ [7, 4, 6, 9, 9]",187,49,81
390,"[8, 7, 8, 4, 4] ⋅ [9, 9, 4, 2, 4]",191,72,16
391,"[2, 3, 5, 4, 3] ⋅ [9, 2, 8, 5, 5]",99,18,15
392,"[3, 2, 5, 8, 2] ⋅ [6, 2, 7, 2, 6]",85,18,12
393,"[2, 7, 6, 4, 3] ⋅ [6, 5, 8, 9, 9]",158,12,27
394,"[5, 5, 6, 8, 8] ⋅ [8, 4, 3, 9, 3]",174,40,24
395,"[2, 4, 2, 2, 2] ⋅ [6, 2, 5, 2, 8]",50,12,16
396,"[5, 6, 3, 7, 7] ⋅ [3, 4, 6, 7, 8]",162,15,56
397,"[4, 4, 5, 7, 8] ⋅ [7, 2, 5, 2, 7]",131,28,56
398,"[8, 3, 6, 6, 6] ⋅ [5, 7, 9, 2, 8]",175,40,48
399,"[3, 6, 4, 8, 6] ⋅ [8, 5, 7, 2, 8]",146,24,48
400,"[5, 6, 6, 3, 6] ⋅ [2, 3, 2, 2, 8]",94,10,48
401,"[9, 4, 3, 4, 2] ⋅ [3, 7, 3, 9, 6]",112,27,12
402,"[3, 4, 6, 2, 7] ⋅ [8, 7, 5, 2, 3]",107,24,21
403,"[7, 5, 3, 8, 2] ⋅ [4, 5, 7, 7, 7]",144,28,14
404,"[4, 3, 2, 7, 4] ⋅ [7, 9, 4, 9, 8]",158,28,32
405,"[5, 6, 9, 7, 2] ⋅ [4, 7, 2, 5, 4]",123,20,8
406,"[6, 3, 9, 5, 6] ⋅ [9, 9, 4, 7, 3]",170,54,18
407,"[9, 4, 3, 7, 8] ⋅ [6, 4, 2, 5, 3]",135,54,24
408,"[2, 4, 3, 6, 7] ⋅ [8, 8, 5, 6, 2]",113,16,14
409,"[2, 7, 2, 7, 6] ⋅ [6, 7, 7, 4, 4]",127,12,24
410,"[3, 9, 9, 9, 6] ⋅ [7, 8, 4, 4, 5]",195,21,30
411,"[5, 4, 6, 3, 4] ⋅ [7, 7, 3, 5, 6]",120,35,24
412,"[8, 8, 9, 7, 2] ⋅ [9, 6, 2, 7, 2]",191,72,4
413,"[5, 6, 9, 4, 7] ⋅ [6, 4, 7, 7, 3]",166,30,21
414,"[7, 2, 6, 7, 6] ⋅ [8, 3, 8, 5, 9]",199,56,54
415,"[9, 3, 6, 7, 5] ⋅ [7, 2, 9, 9, 2]",196,63,10
416,"[6, 2, 9, 2, 8] ⋅ [8, 8, 4, 2, 5]",144,48,40
417,"[8, 3, 5, 9, 9] ⋅ [6, 4, 5, 3, 4]",148,48,36
418,"[9, 7, 4, 3, 3] ⋅ [2, 6, 6, 6, 4]",114,18,12
419,"[3, 7, 5, 7, 8] ⋅ [4, 8, 7, 8, 5]",199,12,40
420,"[7, 2, 7, 8, 8] ⋅ [5, 9, 6, 2, 9]",183,35,72
421,"[7, 7, 7, 6, 5] ⋅ [9, 4, 5, 9, 4]",200,63,20
422,"[6, 6, 3, 3, 5] ⋅ [3, 8, 2, 9, 6]",129,18,30
423,"[9, 9, 3, 9, 5] ⋅ [7, 6, 3, 2, 6]",174,63,30
424,"[5, 5, 2, 6, 4] ⋅ [9, 3, 6, 9, 2]",134,45,8
425,"[9, 6, 8, 9, 2] ⋅ [8, 2, 8, 8, 9]",238,72,18
426,"[5, 9, 6, 3, 6] ⋅ [9, 9, 9, 7, 3]",219,45,18
427,"[3, 8, 5, 3, 2] ⋅ [3, 7, 4, 5, 3]",106,9,6
428,"[9, 3, 9, 8, 5] ⋅ [4, 5, 6, 9, 4]",197,36,20
429,"[6, 2, 7, 9, 4] ⋅ [3, 7, 8, 4, 5]",144,18,20
430,"[2, 8, 7, 8, 4] ⋅ [8, 2, 4, 5, 3]",112,16,12
431,"[6, 6, 5, 8, 5] ⋅ [7, 2, 5, 4, 7]",146,42,35
432,"[3, 2, 6, 2, 6] ⋅ [3, 8, 5, 8, 7]",113,9,42
433,"[8, 6, 3, 7, 6] ⋅ [5, 3, 6, 5, 3]",129,40,18
434,"[3, 6, 3, 4, 9] ⋅ [7, 3, 4, 4, 9]",148,21,81
435,"[6, 4, 5, 3, 9] ⋅ [5, 4, 2, 3, 2]",83,30,18
436,"[7, 7, 9, 7, 4] ⋅ [3, 8, 5, 4, 4]",166,21,16
437,"[6, 9, 8, 7, 9] ⋅ [5, 6, 8, 3, 8]",241,30,72
438,"[7, 5, 8, 9, 2] ⋅ [8, 4, 9, 5, 9]",211,56,18
439,"[4, 2, 3, 8, 2] ⋅ [7, 7, 3, 2, 9]",85,28,18
440,"[7, 9, 3, 3, 7] ⋅ [8, 7, 2, 2, 7]",180,56,49
441,"[5, 2, 6, 4, 5] ⋅ [2, 5, 4, 9, 5]",105,10,25
442,"[8, 9, 7, 7, 7] ⋅ [8, 2, 9, 5, 8]",236,64,56
443,"[8, 3, 7, 4, 5] ⋅ [3, 3, 5, 8, 7]",135,24,35
444,"[2, 6, 9, 4, 3] ⋅ [4, 2, 2, 2, 4]",58,8,12
445,"[9, 8, 3, 3, 4] ⋅ [9, 4, 2, 5, 5]",154,81,20
446,"[9, 2, 6, 9, 2] ⋅ [4, 5, 9, 7, 9]",181,36,18
447,"[4, 6, 6, 8, 3] ⋅ [4, 6, 3, 2, 7]",107,16,21
448,"[9, 7, 5, 7, 8] ⋅ [3, 6, 5, 7, 6]",191,27,48
449,"[9, 6, 9, 9, 2] ⋅ [3, 4, 6, 2, 9]",141,27,18
450,"[3, 3, 8, 2, 3] ⋅ [7, 6, 7, 9, 5]",128,21,15
451,"[3, 8, 8, 9, 7] ⋅ [4, 5, 8, 5, 3]",182,12,21
452,"[4, 6, 3, 9, 5] ⋅ [6, 4, 9, 5, 5]",145,24,25
453,"[9, 6, 6, 8, 9] ⋅ [7, 3, 9, 6, 7]",246,63,63
454,"[8, 9, 7, 7, 4] ⋅ [6, 7, 6, 2, 5]",187,48,20
455,"[5, 5, 4, 5, 3] ⋅ [9, 8, 9, 8, 8]",185,45,24
456,"[8, 8, 6, 6, 4] ⋅ [4, 4, 8, 6, 7]",176,32,28
457,"[3, 2, 2, 6, 3] ⋅ [6, 4, 2, 7, 9]",99,18,27
458,"[2, 3, 9, 3, 4] ⋅ [9, 3, 9, 8, 7]",160,18,28
459,"[5, 5, 8, 9, 2] ⋅ [6, 7, 5, 4, 7]",155,30,14
460,"[9, 2, 9, 7, 7] ⋅ [7, 5, 4, 5, 9]",207,63,63
461,"[3, 4, 8, 3, 7] ⋅ [3, 5, 6, 6, 5]",130,9,35
462,"[4, 8, 7, 6, 5] ⋅ [3, 7, 9, 8, 7]",214,12,35
463,"[5, 3, 4, 4, 6] ⋅ [9, 5, 9, 5, 4]",140,45,24
464,"[4, 3, 6, 3, 9] ⋅ [5, 7, 8, 6, 6]",161,20,54
465,"[9, 6, 2, 9, 4] ⋅ [6, 3, 7, 8, 4]",174,54,16
466,"[4, 2, 3, 7, 9] ⋅ [7, 4, 2, 2, 2]",74,28,18
467,"[4, 3, 5, 6, 2] ⋅ [8, 2, 6, 9, 6]",134,32,12
468,"[4, 2, 3, 4, 6] ⋅ [7, 9, 8, 7, 3]",116,28,18
469,"[4, 8, 4, 9, 7] ⋅ [4, 5, 3, 3, 4]",123,16,28
470,"[2, 9, 2, 4, 8] ⋅ [9, 9, 6, 7, 8]",203,18,64
471,"[2, 3, 5, 5, 7] ⋅ [5, 5, 5, 2, 8]",116,10,56
472,"[3, 2, 7, 4, 8] ⋅ [4, 6, 4, 5, 5]",112,12,40
473,"[7, 3, 3, 3, 9] ⋅ [7, 6, 5, 5, 9]",178,49,81
474,"[3, 3, 7, 7, 4] ⋅ [8, 9, 6, 3, 5]",134,24,20
475,"[3, 2, 6, 7, 5] ⋅ [9, 3, 5, 9, 4]",146,27,20
476,"[6, 8, 5, 8, 3] ⋅ [4, 8, 3, 9, 7]",196,24,21
477,"[8, 6, 5, 9, 3] ⋅ [8, 5, 8, 4, 5]",185,64,15
478,"[3, 7, 6, 8, 6] ⋅ [8, 4, 6, 3, 6]",148,24,36
479,"[6, 8, 6, 3, 7] ⋅ [8, 5, 3, 9, 6]",175,48,42
480,"[5, 7, 4, 2, 6] ⋅ [4, 2, 2, 7, 8]",104,20,48
481,"[8, 7, 5, 9, 8] ⋅ [3, 9, 6, 4, 3]",177,24,24
482,"[2, 3, 5, 5, 4] ⋅ [8, 2, 9, 9, 3]",124,16,12
483,"[7, 7, 2, 3, 4] ⋅ [4, 4, 3, 8, 4]",102,28,16
484,"[2, 7, 2, 2, 8] ⋅ [2, 3, 7, 2, 6]",91,4,48
485,"[2, 9, 9, 8, 7] ⋅ [7, 4, 4, 8, 4]",178,14,28
486,"[6, 9, 3, 4, 9] ⋅ [3, 2, 4, 4, 3]",91,18,27
487,"[5, 3, 7, 3, 7] ⋅ [6, 4, 7, 4, 7]",152,30,49
488,"[6, 3, 7, 6, 5] ⋅ [4, 9, 6, 4, 8]",157,24,40
489,"[5, 9, 7, 6, 4] ⋅ [8, 5, 6, 2, 9]",175,40,36
490,"[8, 9, 8, 4, 8] ⋅ [2, 2, 6, 8, 2]",130,16,16
491,"[7, 4, 6, 4, 7] ⋅ [9, 6, 7, 4, 4]",173,63,28
492,"[9, 7, 9, 8, 3] ⋅ [7, 2, 6, 5, 7]",192,63,21
493,"[7, 3, 5, 2, 6] ⋅ [7, 4, 5, 5, 3]",114,49,18
494,"[4, 7, 7, 8, 7] ⋅ [6, 6, 7, 7, 8]",227,24,56
495,"[4, 6, 8, 8, 7] ⋅ [9, 3, 6, 3, 9]",189,36,63
496,"[3, 4, 2, 7, 7] ⋅ [2, 3, 4, 9, 7]",138,6,49
497,"[4, 5, 7, 9, 6] ⋅ [3, 8, 2, 5, 7]",153,12,42
498,"[8, 2, 5, 2, 2] ⋅ [8, 8, 2, 4, 8]",114,64,16
499,"[2, 5, 4, 4, 2] ⋅ [9, 4, 3, 9, 7]",100,18,14
500,"[3, 9, 3, 7, 3] ⋅ [8, 3, 8, 9, 9]",165,24,27
501,"[5, 7, 3, 8, 8] ⋅ [5, 3, 7, 7, 7]",179,25,56
502,"[5, 3, 3, 4, 8] ⋅ [4, 6, 6, 7, 8]",148,20,64
503,"[4, 3, 4, 7, 7] ⋅ [4, 2, 3, 8, 7]",139,16,49
504,"[8, 5, 6, 3, 5] ⋅ [4, 9, 9, 4, 5]",168,32,25
505,"[9, 6, 4, 7, 9] ⋅ [3, 6, 3, 9, 6]",192,27,54
506,"[9, 2, 8, 6, 2] ⋅ [3, 8, 3, 6, 9]",121,27,18
507,"[8, 8, 5, 4, 7] ⋅ [6, 6, 7, 8, 3]",184,48,21
508,"[9, 6, 2, 2, 6] ⋅ [6, 8, 5, 2, 7]",158,54,42
509,"[4, 4, 9, 8, 8] ⋅ [4, 9, 5, 8, 6]",209,16,48
510,"[2, 8, 7, 8, 5] ⋅ [3, 9, 2, 9, 8]",204,6,40
511,"[4, 7, 3, 8, 4] ⋅ [4, 7, 2, 5, 5]",131,16,20
512,"[7, 7, 3, 2, 2] ⋅ [2, 6, 4, 3, 6]",86,14,12
513,"[8, 5, 8, 6, 9] ⋅ [6, 6, 5, 2, 5]",175,48,45
514,"[7, 8, 8, 6, 5] ⋅ [5, 7, 4, 6, 6]",189,35,30
515,"[3, 6, 6, 7, 9] ⋅ [4, 9, 5, 7, 2]",163,12,18
516,"[6, 6, 7, 3, 7] ⋅ [4, 5, 5, 5, 7]",153,24,49
517,"[2, 6, 9, 5, 8] ⋅ [2, 9, 6, 3, 5]",167,4,40
518,"[5, 2, 5, 2, 5] ⋅ [6, 2, 5, 7, 4]",93,30,20
519,"[3, 9, 8, 4, 9] ⋅ [8, 2, 8, 8, 2]",156,24,18
520,"[5, 6, 8, 5, 3] ⋅ [7, 8, 4, 6, 5]",160,35,15
521,"[7, 9, 6, 6, 4] ⋅ [4, 3, 3, 3, 5]",111,28,20
522,"[7, 4, 9, 2, 9] ⋅ [8, 8, 3, 5, 4]",161,56,36
523,"[8, 4, 4, 2, 4] ⋅ [4, 9, 2, 2, 9]",116,32,36
524,"[3, 9, 2, 4, 4] ⋅ [7, 9, 4, 2, 8]",150,21,32
525,"[8, 9, 4, 2, 7] ⋅ [2, 4, 6, 7, 9]",153,16,63
526,"[3, 6, 2, 5, 3] ⋅ [9, 5, 8, 6, 5]",118,27,15
527,"[2, 3, 2, 4, 2] ⋅ [6, 5, 7, 4, 4]",65,12,8
528,"[7, 4, 7, 4, 3] ⋅ [9, 7, 3, 7, 9]",167,63,27
529,"[8, 7, 7, 7, 5] ⋅ [4, 8, 4, 2, 5]",155,32,25
530,"[6, 8, 9, 9, 8] ⋅ [8, 2, 8, 6, 4]",222,48,32
531,"[3, 5, 3, 7, 7] ⋅ [7, 5, 9, 6, 8]",171,21,56
532,"[4, 5, 7, 9, 2] ⋅ [7, 5, 3, 6, 6]",140,28,12
533,"[3, 7, 3, 9, 3] ⋅ [8, 4, 7, 8, 4]",157,24,12
534,"[3, 2, 7, 8, 9] ⋅ [8, 7, 8, 3, 3]",145,24,27
535,"[3, 6, 3, 4, 4] ⋅ [7, 9, 7, 7, 5]",144,21,20
536,"[7, 5, 4, 2, 6] ⋅ [7, 6, 8, 4, 5]",149,49,30
537,"[3, 5, 5, 6, 4] ⋅ [4, 9, 6, 9, 8]",173,12,32
538,"[9, 2, 4, 7, 4] ⋅ [9, 2, 7, 9, 9]",212,81,36
539,"[9, 2, 3, 5, 2] ⋅ [9, 5, 6, 7, 4]",152,81,8
540,"[8, 3, 6, 4, 3] ⋅ [5, 7, 7, 2, 5]",126,40,15
541,"[7, 5, 6, 8, 6] ⋅ [3, 2, 8, 4, 2]",123,21,12
542,"[6, 5, 3, 2, 2] ⋅ [3, 7, 9, 2, 6]",96,18,12
543,"[3, 4, 8, 3, 3] ⋅ [8, 2, 6, 9, 8]",131,24,24
544,"[8, 2, 8, 5, 4] ⋅ [9, 2, 9, 9, 7]",221,72,28
545,"[2, 9, 2, 4, 9] ⋅ [3, 4, 9, 9, 2]",114,6,18
546,"[2, 4, 7, 3, 6] ⋅ [6, 2, 8, 8, 6]",136,12,36
547,"[6, 4, 5, 2, 2] ⋅ [2, 8, 6, 6, 7]",100,12,14
548,"[3, 9, 4, 6, 4] ⋅ [9, 4, 6, 4, 6]",135,27,24
549,"[9, 7, 9, 6, 8] ⋅ [3, 3, 8, 6, 6]",204,27,48
550,"[6, 2, 2, 3, 5] ⋅ [4, 5, 3, 7, 2]",71,24,10
551,"[9, 3, 9, 5, 5] ⋅ [3, 5, 3, 5, 2]",104,27,10
552,"[8, 9, 5, 5, 6] ⋅ [4, 7, 8, 9, 9]",234,32,54
553,"[3, 3, 9, 6, 8] ⋅ [7, 3, 4, 7, 5]",148,21,40
554,"[7, 9, 9, 4, 4] ⋅ [5, 5, 4, 9, 8]",184,35,32
555,"[4, 8, 8, 5, 4] ⋅ [4, 7, 4, 9, 7]",177,16,28
556,"[3, 7, 2, 2, 2] ⋅ [8, 5, 5, 2, 5]",83,24,10
557,"[4, 5, 2, 5, 8] ⋅ [3, 4, 6, 3, 9]",131,12,72
558,"[8, 4, 3, 2, 2] ⋅ [7, 5, 9, 6, 9]",133,56,18
559,"[8, 2, 7, 3, 9] ⋅ [8, 5, 5, 3, 9]",199,64,81
560,"[4, 5, 7, 2, 6] ⋅ [4, 2, 4, 2, 2]",70,16,12
561,"[4, 4, 6, 2, 7] ⋅ [4, 5, 6, 3, 9]",141,16,63
562,"[3, 3, 5, 4, 4] ⋅ [7, 3, 5, 5, 9]",111,21,36
563,"[2, 9, 2, 8, 8] ⋅ [5, 4, 8, 2, 9]",150,10,72
564,"[5, 6, 3, 9, 8] ⋅ [9, 6, 6, 6, 7]",209,45,56
565,"[9, 9, 6, 9, 6] ⋅ [7, 2, 4, 4, 2]",153,63,12
566,"[8, 4, 8, 3, 6] ⋅ [4, 6, 2, 3, 2]",93,32,12
567,"[2, 6, 6, 7, 8] ⋅ [7, 5, 8, 3, 5]",153,14,40
568,"[6, 3, 5, 5, 3] ⋅ [4, 8, 5, 8, 6]",131,24,18
569,"[9, 7, 8, 7, 3] ⋅ [4, 7, 5, 8, 5]",196,36,15
570,"[8, 6, 3, 9, 7] ⋅ [7, 7, 7, 3, 9]",209,56,63
571,"[5, 9, 7, 9, 2] ⋅ [3, 6, 5, 2, 6]",134,15,12
572,"[7, 7, 8, 6, 2] ⋅ [7, 9, 5, 5, 7]",196,49,14
573,"[8, 3, 4, 5, 9] ⋅ [3, 5, 2, 3, 8]",134,24,72
574,"[4, 8, 4, 6, 8] ⋅ [8, 7, 4, 5, 7]",190,32,56
575,"[4, 3, 9, 7, 3] ⋅ [7, 8, 4, 6, 8]",154,28,24
576,"[5, 2, 2, 8, 8] ⋅ [2, 9, 8, 9, 2]",132,10,16
577,"[5, 9, 3, 4, 8] ⋅ [6, 3, 8, 7, 9]",181,30,72
578,"[8, 2, 3, 3, 6] ⋅ [7, 3, 8, 8, 9]",164,56,54
579,"[5, 2, 4, 2, 3] ⋅ [4, 9, 2, 8, 6]",80,20,18
580,"[4, 2, 8, 3, 8] ⋅ [5, 5, 9, 5, 2]",133,20,16
581,"[8, 7, 8, 8, 4] ⋅ [4, 9, 4, 7, 7]",211,32,28
582,"[5, 9, 8, 6, 8] ⋅ [3, 6, 6, 6, 3]",177,15,24
583,"[4, 7, 5, 8, 5] ⋅ [6, 6, 2, 3, 7]",135,24,35
584,"[2, 6, 8, 7, 8] ⋅ [2, 3, 8, 6, 2]",144,4,16
585,"[9, 2, 2, 5, 7] ⋅ [8, 2, 3, 5, 6]",149,72,42
586,"[7, 2, 4, 8, 5] ⋅ [9, 8, 5, 4, 9]",176,63,45
587,"[9, 2, 4, 8, 2] ⋅ [4, 9, 9, 3, 7]",128,36,14
588,"[6, 3, 6, 4, 3] ⋅ [3, 4, 6, 4, 3]",91,18,9
589,"[5, 4, 8, 8, 8] ⋅ [4, 2, 8, 7, 6]",196,20,48
590,"[7, 9, 3, 8, 7] ⋅ [2, 3, 4, 2, 2]",83,14,14
591,"[8, 5, 7, 5, 4] ⋅ [2, 9, 2, 6, 8]",137,16,32
592,"[6, 5, 4, 7, 8] ⋅ [2, 2, 6, 6, 3]",112,12,24
593,"[4, 6, 2, 7, 4] ⋅ [7, 3, 5, 8, 4]",128,28,16
594,"[4, 2, 6, 8, 3] ⋅ [9, 6, 4, 3, 8]",120,36,24
595,"[8, 7, 7, 9, 8] ⋅ [5, 8, 4, 4, 8]",224,40,64
596,"[2, 7, 4, 7, 4] ⋅ [5, 9, 5, 7, 9]",178,10,36
597,"[5, 4, 7, 8, 5] ⋅ [6, 4, 4, 7, 4]",150,30,20
598,"[3, 9, 4, 4, 9] ⋅ [8, 9, 9, 5, 7]",224,24,63
599,"[5, 9, 3, 6, 7] ⋅ [6, 8, 6, 9, 8]",230,30,56
600,"[7, 7, 2, 2, 5] ⋅ [3, 9, 2, 8, 4]",124,21,20
601,"[4, 4, 3, 9, 9] ⋅ [9, 2, 6, 9, 2]",161,36,18
602,"[7, 4, 5, 8, 5] ⋅ [3, 2, 5, 7, 2]",120,21,10
603,"[6, 6, 9, 6, 8] ⋅ [3, 4, 3, 7, 3]",135,18,24
604,"[2, 2, 5, 6, 9] ⋅ [4, 5, 7, 7, 4]",131,8,36
605,"[4, 9, 4, 2, 7] ⋅ [4, 8, 2, 4, 4]",132,16,28
606,"[8, 5, 7, 6, 5] ⋅ [7, 5, 9, 8, 8]",232,56,40
607,"[3, 9, 7, 4, 8] ⋅ [2, 9, 9, 5, 2]",186,6,16
608,"[3, 5, 7, 3, 6] ⋅ [6, 6, 4, 6, 7]",136,18,42
609,"[2, 7, 2, 8, 3] ⋅ [6, 3, 8, 2, 7]",86,12,21
610,"[9, 2, 4, 2, 8] ⋅ [6, 2, 5, 6, 6]",138,54,48
611,"[9, 7, 9, 4, 5] ⋅ [6, 6, 8, 7, 4]",216,54,20
612,"[3, 5, 7, 6, 5] ⋅ [8, 3, 9, 6, 3]",153,24,15
613,"[4, 6, 2, 7, 3] ⋅ [9, 7, 7, 9, 8]",179,36,24
614,"[2, 9, 4, 6, 5] ⋅ [5, 4, 8, 7, 7]",155,10,35
615,"[7, 4, 9, 7, 4] ⋅ [8, 3, 3, 4, 7]",151,56,28
616,"[5, 3, 8, 6, 8] ⋅ [6, 8, 9, 5, 9]",228,30,72
617,"[4, 8, 8, 6, 4] ⋅ [5, 2, 3, 3, 7]",106,20,28
618,"[9, 3, 6, 5, 8] ⋅ [2, 3, 9, 2, 8]",155,18,64
619,"[9, 7, 8, 6, 7] ⋅ [5, 5, 5, 5, 5]",185,45,35
